-25,1187.5,2.9861
-20,1187.1,2.9996
-15,1186.3,3.0133
-10,1185.3,3.0269
-5,1184,3.0407
0,1182.5,3.0545
10,1178.9,3.0822
15,1174.9,3.11
20,1170.6,3.1376
25,1166.4,3.1651
